TAZ,pop,hh,emp
10756,2163.915341,829.3425891,255.9348755
10757,1796.89083,763.7773636,27.46082355
10758,4095.163358,1962.355696,1110.515704
10759,2138.791639,1122.660703,314.1518215
10760,9664.240364,4185.343365,4873.816478
10761,146.6233821,60.19425445,1769.447549
10762,1325.475375,572.4596443,908.9432659
10763,4398.701464,2395.485636,2182.603579
10764,1020.49874,507.3515732,1446.046105
10765,3591.686369,1517.140903,9035.294972
10766,6406.855306,2969.173735,2176.904875
10767,2629.480948,1110.558334,1355.747676
10768,5452.40532,2140.435079,1226.091973
10769,1038.071392,476.9705663,6027.580883
10770,173.1993439,85.42756412,2335.211953
10771,1525.053963,676.3015492,4749.344769
10772,1202.273368,428.3243145,1629.152093
10773,4.498684257,1.186493946,3130.057784
10774,4530.175047,1856.863026,866.7201878
10775,4605.528009,2120.264682,462.2507668
10776,503.8526368,202.8904648,1096.43627
10777,1229.265473,447.3082177,596.1343731
10778,4234.386557,2128.570139,976.6456751
10779,578.0809271,170.8551282,1624.92419
10780,1015.577971,479.3435542,2025.165707
10781,1773.130272,839.4718675,1225.502017
10782,33.99650611,11.67407148,2246.557868
10783,2267.142001,1245.941811,12138.69735
10784,3973.341652,1865.728879,3143.066055
10785,1897.429998,805.5109323,212.6710116
10786,0,0,1177.327921
10787,3175.486149,1724.578742,292.5695132
10788,2528.490142,948.7836278,1108.004221
10789,1280.180933,561.4167104,3942.051071
10790,1002.89693,362.9574952,1109.179199
10791,1515.729943,608.1651932,1382.936568
10792,309.5817379,159.8014402,7673.224765
10793,2270.266078,803.6058035,2345.138465
10794,948.7182291,421.9217881,2601.23783
10795,4006.808801,1755.516541,415.8565869
10796,4258.690717,1729.074576,356.1000686
10797,4192.113999,1821.046628,1258.545448
10798,3701.665511,1397.975189,1558.54756
10799,6952.828565,2669.488807,351.2219854
10800,4074.495131,1500.294097,189.0257213
10801,1907.422966,794.4085983,857.3231103
10802,5353.877725,1900.372522,1043.90979
10803,42.16525462,12.64615714,10881.78394
10804,4924.457895,1555.477328,681.7121176
10805,2120.468463,954.2100385,57.31747679
10806,2668.616773,1033.535933,420.7346701
10807,1671.075617,613.9134465,180.4890758
10808,4117.769998,1478.450734,330.4901321
10809,1219.463548,419.6224868,246.3431981
10810,669.0960142,221.8825752,84.14693401
10811,2214.78548,839.2449736,501.2230417
10812,746.7688516,320.752531,97.56166262
10813,1961.793952,700.1372451,92.68357949
10814,2323.527452,889.8296022,557.3209977
10815,2845.045075,1115.161129,1637.816411
10816,4002.370353,1604.912306,126.8301614
10817,6631.041096,2692.481819,1271.960176
10818,3427.591356,1261.166762,481.7107092
10819,1775.379142,617.3623984,246.3431981
10820,1529.045286,613.9134465,448.7836481
10821,276.293379,116.1147155,206.0990123
10822,1563.443257,544.9344075,141.4644108
10823,889.908795,318.4532297,28.048978
10824,3649.513749,1332.445102,163.4157849
10825,2064.987865,872.5848424,91.46405871
10826,5380.508412,2430.361472,1385.375609
10827,5734.474629,2921.262299,1023.177937
10828,1401.43991,670.2463282,1796.354113
10829,119.8380921,75.87694282,1412.205066
10830,5630.171104,2798.249679,3236.608157
10831,2586.505488,938.1149294,835.3717362
10832,1065.227485,516.1931413,579.2723718
10833,3491.94885,2188.934835,802.4446751
10834,5596.882745,2529.231427,1989.038397
10835,2799.550985,1422.117853,403.6613791
10836,2682.97568,1525.126424,12097.85661
10837,2278.207716,1311.294265,2109.699992
10838,18.16913553,8.385574837,893.9158774
10839,339.1571966,151.9885439,495.969693
10840,1235.501216,691.8099241,2327.692571
10841,3553.075392,1981.092055,1246.507901
10842,3583.357285,2229.51471,8422.706557
10843,940.7574619,460.1584192,949.5113002
10844,2878.798585,1882.561551,4984.568567
10845,0,0,2580.798049
10846,336.1290073,202.301993,14267.54114
10847,2391.260115,1129.956209,956.8264875
10848,773.1976564,374.2062771,1133.854018
10849,3780.189587,2393.033419,2974.355121
10850,2002.642494,840.6538774,718.3513843
10851,599.5814725,280.916757,223.8447287
10852,4139.279518,1719.06089,729.6393318
10853,2733.411838,1076.19414,3669.538943
10854,2428.82036,948.7942111,262.7768709
10855,3102.086199,1185.992764,174.7399497
10856,1861.568178,685.612778,37.34899687
10857,1690.680491,585.8720438,2091.543825
10858,4208.758179,1603.762655,1080.495414
10859,2285.800645,888.6799515,559.7600393
10860,2858.360419,1045.03244,420.7346701
10861,1492.428091,648.4029659,150.0010563
10862,3788.010385,1463.422873,741.6443665
10863,1511.881338,620.2364984,128.0537036
10864,3829.94116,1488.567596,748.3138302
10865,1803.814469,688.9654077,3932.315814
10866,2259.514966,927.0021179,2116.887787
10867,635.2907976,251.4472291,208.0872683
10868,6355.281416,2554.703848,549.5638111
10869,123.4188847,51.12760325,2095.545503
10870,2776.249133,1135.854841,586.5894965
10871,817.7840173,350.6434479,302.4411541
10872,2679.712893,1068.025453,109.7568704
10873,6847.415429,2454.504135,1030.495061
10874,0,0,137.8058485
10875,1391.453403,673.6952802,912.2015455
10876,4964.403926,2119.955796,5695.162055
10877,18.86340338,8.047554542,1003.665604
10878,844.4147045,321.9021817,1347.570465
10879,2526.344257,967.1761729,507.908431
10880,1800.58058,769.7110376,264.9395124
10881,748.6524129,321.3845824,42.64879955
10882,2261.216396,823.1072221,463.9672436
10883,1179.723611,431.1993771,1687.858552
10884,675.2177176,298.2126533,420.0260562
10885,1642.266822,593.4028811,443.2890378
10886,1380.95375,475.528285,431.657547
10887,3830.048523,1414.495153,626.8081146
10888,3634.540568,1356.061592,293.3720454
10889,4445.183308,1628.079891,360.5762144
10890,5228.168825,1794.313296,391.5935232
10891,2811.499762,930.9070664,12.92387865
10892,1508.749194,578.2907534,252.0156337
10893,2436.696707,857.3613782,394.1782989
10894,3457.152862,1154.566556,1019.694026
10895,815.4112268,328.4369087,294.6644333
10896,2874.443787,1012.512556,964.1213475
10897,505.4595909,211.5697878,639.7319933
10898,2848.693958,975.2359743,390.3011353
10899,1510.902188,648.6769791,101.8968714
10900,4383.309513,1595.006369,550.6767092
10901,2733.966056,1015.097361,758.806489
10902,291.8222421,125.2192903,459.6199305
10903,179.719797,73.96793249,33.31847449
10904,467.5522843,192.1715893,378.8786528
10905,2601.022843,968.8348805,499.7771174
10906,7801.664467,2897.802532,506.4408123
10907,2410.070558,876.7375527,409.341258
10908,369.9700508,146.4855134,94.24368499
10909,2495.300144,1012.930693,2365.819615
10910,1018.535141,314.7524752,1681.219615
10911,434.9300385,160.2376238,23.69769231
10912,451.5727696,165.960396,2035.368462
10913,1471.217426,413.1841584,2140.691538
10914,1506.721919,539.0851485,610.8738462
10915,728.9516207,267.8257426,788.6065385
10916,2619.56587,984.3168317,624.0392308
10917,1435.712933,703.9009901,1157.237308
10918,1071.791881,440.6534653,442.3569231
10919,129.8133023,43.49306931,10.53230769
10920,464.8869544,155.6594059,1732.564615
10921,3081.722452,1075.281505,1384.896621
10922,12.35984941,7.542894422,1894.804092
10923,71.68712656,33.52397521,81.46450713
10924,7275.831351,2474.90747,4851.66398
10925,0,0,78.99230769
10926,4122.421772,1365.26389,912.7042002
10927,6829.228792,2227.668153,971.5396776
10928,2248.668602,1062.710014,1757.521311
10929,85.69495589,41.90496901,1240.070831
10930,1373.591264,461.7927585,4129.04363
10931,490.2740265,170.1341742,651.716057
10932,18.15218446,5.709822067,1417.093887
10933,5082.370076,1805.266065,2264.411578
10934,2778.494147,1000.69066,466.158013
10935,4.119949802,1.67619876,129.7397706
10936,2387.922905,868.2709579,1092.227836
10937,1661.98775,564.0408829,398.2709237
10938,282.6285564,96.38142873,57.32687539
10939,1091.786698,354.5160378,6773.622908
10940,1178.305643,396.4210069,746.757982
10941,395.515181,207.0105469,3768.487756
10942,14.83181929,6.704795042,2249.325558
10943,3522.557081,1194.291617,3112.245893
10944,2397.122231,1113.535724,5187.984954
10945,3140.295085,1179.116554,923.9663469
10946,4127.727548,1908.535988,1361.559104
10947,3326.088298,1425.379262,2220.962585
10948,3732.754563,1932.626905,2387.391306
10949,4744.872838,1616.768214,835.0130651
10950,2614.603068,1101.796636,346.4985842
10951,3968.303946,1851.930511,838.3906919
10952,923.3469574,526.8940339,6501.944021
10953,13.91980338,9.601713602,1602.046395
10954,9173.150426,3869.490581,769.0909751
10955,19.71972145,10.8019278,755.5027953
10956,0,0,3599.508822
10957,2633.162806,889.3587224,1915.933348
10958,2.31996723,2.4004284,1835.763087
10959,23.1996723,12.002142,8502.124083
10960,2621.583333,1270.030642,3480.680191
10961,929.1217949,315.3179524,4660.389297
10962,6.185897436,1.251261716,1176.632941
10963,1256.974359,466.72062,1671.895434
10964,1.237179487,1.251261716,1690.352422
10965,377.3397436,142.6438356,4420.448462
10966,120.0064103,27.52775775,3449.918546
10967,4690.147436,1234.995314,3779.068153
10968,17.32051282,5.005046864,1105.881157
10969,16.08333333,6.25630858,4512.733398
10970,1887.81496,603.6113118,427.549645
10971,657.4221402,223.5101753,1856.541076
10972,9350.72558,3145.203066,2271.178148
10973,0,0,1845.063233
10974,4465.533391,1440.101489,2114.792539
10975,192.2894798,93.68689983,1523.683634
10976,1067.986165,418.9142807,78.91016938
10977,5994.754457,2204.318915,955.5304147
10978,1355.121131,697.2982116,645.6286586
10979,880.8936978,373.409215,8073.227693
10980,1.299253242,1.338384283,433.2885664
10981,1278.46519,513.9395648,466.2873645
10982,48.07236994,16.0606114,1272.605823
10983,2467.281906,1223.283235,262.5556545
10984,3631.41281,1822.879394,1553.812972
10985,413.1625308,215.4798696,8190.875581
10986,20.78805187,12.04545855,10520.87767
10987,623.641556,279.7223152,1219.520799
10988,2220.42379,1060.000352,4208.064123
10989,291.0327261,152.5758083,1794.847671
10990,66.26191532,44.16668135,563.8490285
10991,6296.391061,2072.769924,1716.187105
10992,7653.57189,2370.423045,3099.463806
10993,5.799918074,4.800856801,2899.717563
10994,1381.540485,488.4871795,841.1083279
10995,7321.816576,2533.652177,729.6852538
10996,13.91980338,3.600642601,1142.765919
10997,6587.546948,2508.447678,290.7870471
10998,2339.686951,794.5418005,43.48217527
10999,6472.87965,2889.571668,192.2538672
11000,7792.920943,3541.364814,969.8777182
11001,598.9557444,235.5556339,103.3005854
11002,3642.145936,1824.785426,844.9390244
11003,5927.538521,2187.623747,197.0579268
11004,2550.899561,870.0174346,52.45426829
11005,3637.064463,1349.387771,1421.935976
11006,941.3429155,341.6506821,419.6341463
11007,1727.700898,708.4616857,1280.167683
11008,4282.411563,1517.564658,886.0518293
11009,3587.520099,1312.309403,2256.95122
11010,1154.764791,447.5888781,657.804878
11011,4123.615525,1977.071583,2327.835366
11012,3006.961783,1046.139685,1033.490854
11013,3697.118983,1276.585871,1650.573785
11014,953.3720047,372.0146163,2498.436915
11015,3752.634487,1268.835566,164.3048373
11016,6821.877809,2350.503724,1550.945122
11017,195.6367193,123.1531528,1618.993902
11018,8211.660737,3118.555644,34.02439024
11019,8567.363863,2919.921527,1748.003049
11020,2602.984661,1112.351058,39.69512195
11021,8464.46403,2894.761205,706.0060976
11022,2785.917697,1138.835607,2720.533537
11023,5937.701467,1936.020532,1630.335366
11024,701.2433055,241.0093959,3055.106707
11025,8393.323405,2849.737472,218.3231707
11026,7633.643157,2734.529684,1396.417683
11027,2.540736614,1.32422745,4396.234756
11028,0,0,700.3353659
11029,726.6506716,360.1898664,3174.192073
11030,6987.025689,2689.505951,507.5304878
11031,3628.813241,1246.557095,283.8462693
11032,2901.269893,1034.852778,708.8485212
11033,4584.031869,1702.83907,219.4054947
11034,2054.165224,788.9601867,457.2226392
11035,1705.656697,618.0188129,392.7818646
11036,2672.322685,948.0671576,365.1643897
11037,4053.637504,1533.212629,601.4472301
11038,7224.55633,2494.429124,894.4993244
11039,128.4648221,38.13307569,332.9440024
11040,3700.041262,1395.144597,72.11229545
11041,4877.847452,1639.722255,342.1498274
11042,4446.663544,1709.413738,2109.668218
11043,0,0,312.9980483
11044,502.4119279,193.2952457,1107.767602
11045,1303.727155,514.139055,645.9420507
11046,84.66413817,39.82050417,2439.515228
11047,6.684010908,4.684765197,1557.311639
11048,15.59602545,5.855956496,43.29115752
11049,7440.418142,2576.620858,333.458916
11050,3194.957214,1014.251665,216.4557876
11051,3005.576905,994.341413,8.19021899
11052,0,0,1330.32557
11053,0,0,6732.36001
11054,20.05203272,5.855956496,389.6204177
11055,4166.309723,1448.036701,392.5842906
11056,722.8262956,257.2869909,256.8581232
11057,514.7189168,210.507538,2343.830374
11058,3947.796975,1340.302203,78.80874235
11059,2529.892035,881.7218091,52.53916157
11060,5061.865143,1837.156696,485.9872445
11061,106.6440837,44.53661213,6308.499363
11062,6779.840895,2323.897581,320.0619075
11063,795.2925816,296.9107475,415.062615
11064,3176.63228,1147.674236,368.693222
11065,1892.36523,630.3643562,1814.061129
11066,1013.118795,343.7312885,1302.866846
11067,3.403534586,1.141964413,231.8469648
11068,0,0,118.7508844
11069,2552.650939,784.5295521,3360.084548
11070,2417.644068,855.3313457,1172.806353
11071,2511.808524,878.170634,2494.899533
11072,5500.111891,1714.088585,507.8014009
11073,635.326456,346.0152173,516.8490873
11074,0,0,721.5529928
11075,3006.455551,1160.235844,1840.073228
11076,11140.90321,3601.75576,369.8241828
11077,7473.027439,2433.526165,4917.417575
11078,5645.329366,1808.871631,173.037003
11079,4905.62785,1529.09035,309.8832602
11080,4590.233645,1977.882364,1361.676808
11081,5705.458478,1921.926108,871.9707797
11082,294.9729974,133.6098364,1055.18643
11083,5893.107058,1849.881699,727.6285998
11084,2630.020133,827.1529853,351.4955313
11085,2631.571767,817.5947731,3058.339623
11086,0,0,447.5819265
11087,0.775817148,0.735247098,952.6514399
11088,47.32484604,16.17543616,1037.240318
11089,1336.088701,470.8778236,45.04267097
11090,7421.324035,2450.678349,265.108292
11091,6282.120637,2177.076023,164.7274824
11092,2947.494175,975.2807149,1168.996345
11093,1234.770447,441.5696842,265.6146502
11094,3070.277528,931.3363804,861.0584813
11095,231.6928817,84.34477113,535.6075638
11096,3937.391606,1388.499215,1170.455766
11097,3.342005454,1.171191299,677.4481136
11098,872.2634235,471.9900936,423.5513249
11099,1823.620976,932.2682742,3726.54964
11100,11464.19271,4588.72751,910.2843392
11101,0,0,360.3696356
11102,2982.182867,1168.848917,4513.980695
11103,1395.844278,645.3264059,14.04037541
11104,0,0,346.3292601
11105,7.798012726,1.171191299,2932.098398
11106,0,0,408.3409182
11107,989.2336144,487.2155805,3.510093853
11108,1585.224587,850.2848832,1192.261879
11109,2228.003636,829.2034398,1010.90703
11110,5447.46889,2366.977616,975.8060911
11111,1152.991882,439.1967372,170.8245675
11112,3215.009247,1114.974117,47.97128265
11113,6912.381281,2452.474581,422.3812936
11114,2885.264709,1041.189065,207.0955373
11115,3235.06128,1212.182995,235.1762881
11116,1667.660722,678.1197622,1484.7697
11117,2460.830016,1145.425091,1195.771973
11118,687.3391217,291.6266335,2654.800984
11119,4086.158668,1411.285516,884.5436509
11120,267.3604363,115.9479386,4763.197358
11121,256.2204181,131.1734255,460.992326
11122,112.5141836,55.04599106,325.268697
11123,1574.084569,709.7419273,359.1996043
11124,2802.512701,1090.103008,1644.767641
11125,1472.500947,507.3204977,1668.782522
11126,4127.347229,1323.444777,679.1747766
11127,2095.482117,658.0461528,872.9900695
11128,1385.609427,452.1769653,92.80139027
11129,2951.208432,988.9073469,103.4776564
11130,2892.246329,928.6170849,110.8689176
11131,1236.652534,411.0031278,337.5342602
11132,479.4549976,159.5486203,68.98510427
11133,1332.078044,435.2662821,13.14001986
11134,1439.916627,474.9696254,169.1777557
11135,1266.909403,441.8835059,47.632572
11136,872.7942918,285.2758741,11.49751738
11137,2323.1871,790.9869681,519.9354022
11138,2673.92801,881.4021451,500.9270112
11139,3586.608657,1118.231577,122.9954715
11140,1483.420335,486.4919848,1441.283298
11141,622.910827,212.9131588,34.66236015
11142,73.5424488,26.24956752,5248.552211
11143,64.74249766,22.74962519,103.9870804
11144,0,0,0
11145,111.885093,40.83266059,2.2362813
11146,218.1130746,78.16537885,3.35442195
11147,3883.80398,1300.939015,60.45823389
11148,2839.552755,1019.445511,360.5102095
11149,2251.884388,863.2037037,633.6918589
11150,675.7105338,200.6633606,32.42607885
11151,2311.24431,768.2373429,51.4344699
11152,844.1667413,277.662092,53.6707512
11153,447.5403722,153.4141391,279.5351625
11154,514.8430843,194.3338181,13.43516309
11155,461.0157016,151.7224161,1843.976134
11156,4356.851685,1482.360287,911.351896
11157,2032.775278,725.0394609,64.93662159
11158,2655.273127,921.9557882,333.6398833
11159,4368.940767,1516.671876,1860.250586
11160,4701.18861,1568.970906,146.9700739
11161,1358.191304,483.5648794,132.5813953
11162,1763.833565,672.6459886,36.99945917
11163,3001.279215,1045.980604,780.0719308
11164,1427.639785,498.0476877,64.74905354
11165,3078.619568,1058.049611,67.83234181
11166,1027.521835,333.9091929,1180.899405
11167,1596.525862,533.4501082,16.44420407
11168,4298.804754,1520.332219,399.8813964
11169,3229.826519,1124.124429,157.6174847
11170,2990.503033,1004.340678,626.0916754
11171,1659.3095,589.7046183,878.5715351
11172,3928.37362,1345.263661,887.3280621
11173,3709.860872,1316.203697,548.7423542
11174,3105.655783,1215.556996,1570.337162
11175,5036.964298,1809.142509,373.7621489
11176,2167.239832,703.0633374,442.7450959
11177,4373.981079,1659.672351,18.81353099
11178,4081.102283,1318.692758,73.35520701
11179,4151.662334,1429.073096,1142.796909
11180,8573.046152,2637.385516,637.0320609
11181,4238.0672,1429.332872,277.7090527
11182,1947.323194,746.88231,1095.493169
11183,2196.466092,756.2227392,180.1706839
11184,2434.321747,826.6782739,181.4576173
11185,1385.02551,517.8481801,328.1680314
11186,5665.784131,1911.003654,1034.744204
11187,3375.769629,1319.766139,1131.32033
11188,3216.696361,1104.971985,560.6432234
11189,1858.701747,621.1315469,283.4572002
11190,2679.690629,844.7831912,745.015827
11191,3771.851391,1243.37028,476.6094516
11192,2081.521494,679.8959099,3019.145889
11193,0,0,1638.26629
11194,3738.544618,1299.904615,2069.388998
11195,3072.776398,1082.666717,1414.339869
11196,2569.727229,995.3605359,1043.523852
11197,3260.4682,1232.298417,829.0495988
11198,228.9181166,73.71307729,1420.016784
11199,3727.896845,1287.143734,928.1918544
11200,994.0595793,386.2848762,1023.054229
11201,3.468456313,2.126338768,1007.000597
11202,79.7744952,29.05996316,861.0584813
11203,980.9597856,336.3229943,68.86010456
11204,5700.299703,1991.386151,1345.341446
11205,3470.414982,1232.693182,534.9709188
11206,2196.502973,804.6747159,198.1373773
11207,3618.706302,1334.410511,333.2310437
11208,3224.589774,1020.194602,37.82622658
11209,498.6171225,220.5553977,75.65245317
11210,155.2580262,83.58948864,1812.056378
11211,964.7100447,500.3417703,14.15533449
11212,2057.142264,727.3307974,39.89230629
11213,4071.71047,1511.650329,315.2779045
11214,1825.249521,602.7283102,302.4094186
11215,231.8927431,93.69334309,2926.293694
11216,258.1618429,116.8752012,1420.680843
11217,2240.120132,962.0471105,3607.036598
11218,823.4004043,368.9779078,536.615862
11219,85.14811662,41.5341624,3812.932372
11220,1290.809215,472.3303584,438.8153692
11221,1206.929119,454.7624021,43.17367459
11222,30.92357955,15.74934726,4358.142596
11223,42.74730114,17.71801567,1899.641682
11224,2791.307813,1229.43342,591.2394881
11225,522.0627841,225.4125326,29.98171846
11226,425.6539773,142.7284595,1614.215722
11227,1383.375426,553.1958225,647.6051188
11228,6000.96756,2221.384334,2014.83018
11229,4727.0354,1831.466049,1964.206306
11230,1203.249703,483.4090909,625.0333631
11231,4580.111772,1773.507102,3386.347904
11232,356.2972652,106.7528409,70.24870651
11233,1108.701546,364.5710227,81.05619982
11234,1255.997622,435.0681818,461.1197145
11235,3441.552913,1357.573864,2480.319715
11236,1646.800809,650.0579371,415.6520946
11237,1530.854437,554.4327725,270.2382039
11238,844.1134644,304.1989841,161.9963964
11239,4799.803802,1762.472465,701.5022523
11240,1510.672028,567.6290323,361.5990991
11241,5186.931702,1858.64534,121.4972973
11242,2792.36615,1034.90376,229.977027
11243,1357.37326,486.0911602,334.1175676
11244,1274.902405,448.4582962,283.4936937
11245,3298.834229,1215.750579,248.7801802
11246,4524.914696,1636.640286,126.9520295
11247,1417.218685,556.3764742,86.43542435
11248,4049.196242,1525.635733,29.71217712
11249,1961.251799,736.4204428,201.2324723
11250,1650.730615,606.4638941,75.63099631
11251,3534.973161,1409.216325,403.8154982
11252,3464.174331,1296.858059,606.398524
11253,2561.086934,892.3268181,908.0043562
11254,2565.42776,1015.310721,350.5808325
11255,3258.223479,1223.366197,241.9007744
11256,881.1875384,450.3245185,1741.218135
11257,2850.350469,1257.641493,1330.520945
11258,1443.940536,516.0373301,206.5145069
11259,1350.11403,502.2054017,122.9628362
11260,2470.106211,1018.242732,712.5538712
11261,432.5895723,223.438844,2889.62665
11262,3190.101184,1226.785653,1005.772942
11263,2787.141034,1264.02546,1245.392828
11264,2885.905777,1228.913642,5881.722331
11265,3501.436873,1372.666046,642.8634686
11266,2172.406205,779.7392924,595.5940959
11267,2966.098351,1080.263811,303.8745387
11268,5790.599043,2084.719636,221.4907749
11269,1643.680006,592.9411765,456.2393162
11270,3997.07996,1401.062619,53.76068376
11271,3825.536276,1683.187856,360.3418803
11272,1186.230182,479.373814,434.4444444
11273,1732.25485,650.3225806,441.7094017
11274,2296.218726,863.1119545,123.5042735
11275,2753.00145,986.3914634,96.26315789
11276,1909.878691,692.7115854,63.63157895
11277,1109.597534,427.9335366,318.1578947
11278,1403.490935,540.7439024,626.5263158
11279,1095.031389,410.2195122,42.42105263
11280,2755.463705,1053.257951,275.3170974
11281,701.7019373,284.1024735,11.91848907
11282,3281.128919,1202.238516,614.9940358
11283,1533.801447,573.4019435,116.8011928
11284,2202.903991,808.9991166,179.9691849
11285,5703.663881,2177.996731,1619.010676
11286,2176.774925,799.0598658,509.1922575
11287,2826.646931,1033.138655,324.7480033
11288,275.5536317,122.3593669,23.64669927
11289,2953.065802,1049.098572,208.0909535
11290,1413.323466,540.5092035,950.5973105
11291,3993.05854,1809.854636,439.8286064
11292,4050.342091,1616.207638,1388.84947
11293,3208.866485,1327.86513,436.6757131
11294,1962.455434,841.6196456,47.29339853
11295,2650.130859,881.2419775,3310.539414
11296,4.146011982,0.742411101,1333.624437
11297,145.9396218,62.36253252,681.5816441
11298,665.8495243,265.7831743,2481.263514
11299,1142.640902,478.8551605,1179.365991
11300,314.2677082,139.5732871,620.3158784
11301,417.9180078,153.679098,92.99268018
11302,1718.107365,585.7623591,15.31644144
11303,1634.754813,602.8985341,33.88948048
11304,3366.744112,1254.805691,2742.710713
11305,1229.321728,428.1319345,18.6976444
11306,823.0204792,322.7171601,67.77896096
11307,637.2331558,244.1184248,1138.219103
11308,1755.49773,598.5687273,247.4044913
11309,1233.757125,464.2069091,1664.800665
11310,1023.745145,386.2243636,2483.794843
11311,2368.682842,898.0073486,122.6684492
11312,2699.861352,1018.770723,71.64705882
11313,3176.455806,1172.221928,211.684492
11314,4691.36386,1733.081507,1207.435897
11315,3740.63614,1385.918493,177.5641026
11316,711.9790795,283.1802297,2871.424785
11317,3376.020921,1270.81977,1781.575215
11318,1138.567585,479.5247797,152.6197339
11319,4664.360843,1910.159967,1888.263304
11320,4510.813561,1745.819521,99.85227273
11321,4491.258011,1631.495732,788.2646896
11322,0,0,32380.97957
11323,21,10,11372.02043
11324,9134.528179,4229.269262,4544.122163
11325,3744.100663,1368.497138,2797.855536
11326,179.9323196,68.25133656,3126.049734
11327,118.7640663,36.42311366,5244.374379
11328,5.84085572,2.08132078,4093.626403
11329,5975.195402,2091.727384,2368.604581
11330,3747.882421,1248.792468,284.9366403
11331,3939.657183,1509.998226,1366.375704
11332,4883.928858,1821.155683,2228.886615
11333,2169.8779,731.5842543,4643.697138
11334,6444.410812,2283.208896,336.6432893
11335,1877.39402,704.7834634,528.2808511
11336,4812.057305,1952.788732,968.7101194
11337,2756.804904,1078.248455,971.0528282
11338,2543.731652,896.2477775,527.261345
11339,1965.06284,651.6171112,2191.942045
11340,5655.081148,2078.812164,2607.389284
11341,2478.469777,1040.66039,1214.556181
11342,1195.428471,453.7279301,2204.683502
11343,2001.46656,655.6160458,1151.848117
11344,2942.817807,1125.994542,1248.660566
11345,2093.946776,833.5689726,347.644704
11346,6088.118613,2120.865875,643.5827589
11347,4232.673445,1436.111339,2326.799205
11348,2540.772238,966.7735025,4451.172381
11349,3338.049044,1165.539637,24.2031123
11350,8910.225402,3281.20221,435.6560214
11351,1784.228836,955.4856967,3225.258611
11352,5929.346054,2225.809964,361.4680153
11353,7094.692748,2571.471824,127.6164103
11354,10426.67311,3947.723984,6732.945304
11355,5250.11591,1879.032323,1737.11863
11356,5281.954756,1991.423042,347.8922678
11357,5045.647023,1970.034342,180.5068088
11358,4341.001891,1677.363356,272.127689
11359,8564.562927,4619.111642,1266.282613
11360,5868.81045,2376.071954,1461.831656
11361,5849.416547,2083.400969,209.2238011
11362,5964.654338,2408.086015,514.2295819
11363,6600.895024,2664.190989,588.517908
11364,5367.617186,2165.966296,265.3154503
11365,7416.818574,2731.495026,158.2244867
11366,4595.797612,1493.8,21.22523603
11367,811.9873264,316.1098733,243.6318253
11368,3083.409907,1207.653289,709.4648986
11369,5343.931718,1948.320772,567.292672
11370,10087.44316,3645.349768,351.9944598
11371,6748.005955,2359.365782,723.3425669
11372,6963.081842,2569.893805,1307.580794
11373,3290.469039,1269.390645,237.0821791
11374,1999.220374,834.8158613,3205.980317
11375,3992.412948,1623.557785,1567.325314
11376,2829.894597,975.0987856,473.0608314
11377,9876.887023,4156.397599,1333.37146
11378,1266.842659,762.41396,859.8119191
11379,6087.07349,2434.23968,1320.563149
11380,1596.727267,701.0108836,3739.500674
11381,2310.558281,825.1300176,583.6939907
11382,8368.142771,2799.559896,2251.338534
11383,5405.459996,1878.676942,410.5647426
11384,1240.278427,465.5976185,194.3294145
11385,959.9776103,380.4536095,65.41782271
11386,1229.740803,420.3311833,7.696214437
11387,826.1497766,300.6984619,238.5826475
11388,2249.782874,739.3517738,152.0002351
11389,1642.815691,598.163607,561.8236539
11390,1084.321582,410.6312329,19.24053609
11391,2436.298831,846.051228,161.6205032
11392,366.7093396,173.5213347,5600.920056
11393,1912.578883,708.0963781,1339.141312
11394,558.4938821,211.3975904,370.4716336
11395,2162.839451,810.4819277,1149.943951
11396,1360.666667,466.1204819,647.5844156
11397,2178.572804,749.0006064,592.4766652
11398,320.1995378,114.2171013,11.44268237
11399,216.8439908,88.95755003,12.71409153
11400,701.1964561,244.9078229,16.52831899
11401,951.4790062,300.9181322,20.34254644
11402,892.7082049,312.9987871,2152.495696
11403,1574.872279,501.838276,3284.37188
11404,1503.557308,470.9735073,934.2591514
11405,11326.006,4278.771451,5183.521631
11406,1648.564416,530.4167655,2870.847338
11407,2957.419228,1043.503469,1339.405457
11408,1383.400315,396.4737192,2784.868563
11409,1455.118203,621.1101606,6797.953113
11410,1839.186367,662.3895067,1361.643351
11411,4989.111505,1790.371638,1009.258263
11412,328.392435,126.7179926,6.842428901
11413,619.0386131,281.2755441,696.2171407
11414,2605.435382,955.1848684,797.1429669
11415,1201.274626,447.3529132,27.3697156
11416,6856.607565,2485.400627,1876.536126
11417,1623.089046,461.7526851,703.0595696
11418,2726.223404,777.5876818,343.8320523
11419,155.7033097,50.87919399,59.87125288
11420,2554.320228,921.4952865,288.6080414
11421,3120.190674,1141.360829,3496.005408
11422,1984.367209,896.9583859,3143.907453
11423,3548.185637,1158.571248,1415.958319
11424,1252.300813,430.8307062,119.9964677
11425,2411.146341,806.6396595,173.1377605
11426,2983.201553,1319.193252,4090.537973
11427,737.6337291,264.0542049,150.0761815
11428,2707.016198,1299.888019,1185.88801
11429,1431.050048,464.4761159,120.804746
11430,3210.771484,1180.543461,333.8213988
11431,2565.836372,832.1863743,68.62281432
